# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Tue Oct 22 09:05:46 2024
#
# User preference: *
#
# CONSTRAINT:  where (default_flag = 1
# CONSTRAINT:  and pl_controv_flag = 0)
#
# COLUMN pl_name:        Planet Name
# COLUMN default_flag:   Default Parameter Set
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN pl_controv_flag: Controversial Flag
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au]
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth Radius]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth Radius]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmasseerr1:  Planet Mass or Mass*sin(i) [Earth Mass] Upper Unc.
# COLUMN pl_bmasseerr2:  Planet Mass or Mass*sin(i) [Earth Mass] Lower Unc.
# COLUMN pl_bmasselim:   Planet Mass or Mass*sin(i) [Earth Mass] Limit Flag
# COLUMN st_spectype:    Spectral Type
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar Radius]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar Radius]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_disterr1:    Distance [pc] Upper Unc
# COLUMN sy_disterr2:    Distance [pc] Lower Unc
# COLUMN sy_gaiamag:     Gaia Magnitude
# COLUMN sy_gaiamagerr1: Gaia Magnitude Upper Unc
# COLUMN sy_gaiamagerr2: Gaia Magnitude Lower Unc
#
pl_name,default_flag,discoverymethod,disc_year,pl_controv_flag,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,st_spectype,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,sy_dist,sy_disterr1,sy_disterr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2
HAT-P-33 b,1,Transit,2011,0,3.47447000,0.00000100,-0.00000100,0,,,,,20.737,5.492,-5.492,0,292.40360,158.91500,-158.91500,0,,1.79,0.48,-0.48,0,1.82,1.45,-1.45,0,396.1100000,7.6470000,-7.3680000,11.0238000,0.0009340,-0.0009340
HAT-P-34 b,1,Transit,2011,0,5.45265400,0.00001600,-0.00001600,0,0.067740,0.000740,-0.000760,0,13.417,1.457,-1.031,0,1058.37390,66.74430,-63.56600,0,,1.53,0.14,-0.10,0,1.39,0.05,-0.05,0,249.3250000,2.8040000,-2.7440000,10.1944000,0.0002630,-0.0002630
HAT-P-35 b,1,Transit,2011,0,3.64670600,0.00002100,-0.00002100,0,0.049780,0.000640,-0.000660,0,14.930,1.098,-1.098,0,335.62848,10.48839,-10.48839,0,,1.44,0.08,-0.08,0,1.24,0.05,-0.05,0,506.9650000,13.1930000,-12.5510000,12.2802000,0.0003340,-0.0003340
HAT-P-36 b,1,Transit,2011,0,1.32734683,0.00000048,-0.00000048,0,0.024100,0.000470,-0.000470,0,14.314,0.224,-0.224,0,587.41341,27.65121,-27.65121,0,,1.04,0.01,-0.01,0,1.03,0.03,-0.03,0,294.4190000,2.2690000,-2.2350000,12.0930000,0.0005330,-0.0005330
HAT-P-37 b,1,Transit,2011,0,2.79743600,0.00000700,-0.00000700,0,0.037900,0.000600,-0.000600,0,13.204,0.863,-0.863,0,371.52800,32.73500,-32.73500,0,,0.88,0.06,,0,0.93,0.04,,0,390.5940000,2.7230000,-2.6860000,13.2615000,0.0008480,-0.0008480
HAT-P-38 b,1,Transit,2012,0,4.64038200,0.00003200,-0.00003200,0,0.052300,0.000900,-0.000900,0,9.247,1.031,-0.706,0,84.85700,6.35600,-6.35600,0,,0.92,0.10,,0,0.89,0.04,,0,255.2060000,2.4730000,-2.4270000,12.3021000,0.0002570,-0.0002570
HAT-P-39 b,1,Transit,2012,0,3.54387000,0.00000500,-0.00000500,0,0.050900,0.000600,-0.000600,0,17.609,1.211,-0.908,0,190.37200,31.46400,-31.46400,0,,1.62,0.08,,0,1.40,0.05,,0,697.0040000,17.9380000,-17.0750000,12.2269000,0.0002490,-0.0002490
HAT-P-4 b,1,Transit,2007,0,3.05653600,,,0,0.044380,0.000810,-0.001500,0,14.280,0.549,-0.673,0,213.25500,10.48800,-13.98400,0,,,,,,,,,,320.4510000,2.8520000,-2.8020000,11.0634000,0.0005280,-0.0005280
HAT-P-40 b,1,Transit,2012,0,4.45724000,0.00001000,-0.00001000,0,,,,,17.038,1.906,-1.906,0,152.55840,41.31790,-41.31790,0,,1.94,0.22,-0.22,0,1.03,0.40,-0.40,0,464.4690000,6.5370000,-6.3610000,11.4162000,0.0007460,-0.0007460
HAT-P-41 b,1,Transit,2012,0,2.69405000,0.00000400,-0.00000400,0,,,,,22.978,5.604,-5.604,0,378.21770,190.69800,-190.69800,0,,2.05,0.50,-0.50,0,2.56,1.90,-1.90,0,348.1850000,4.5290000,-4.4170000,10.9390000,0.0005220,-0.0005220
HAT-P-42 b,1,Transit,2012,0,4.64187800,0.00003200,-0.00003200,0,0.057500,0.001100,-0.001100,0,14.348,1.715,-1.715,0,331.80100,26.37900,-26.37900,0,,1.53,0.14,-0.14,0,1.18,0.07,-0.07,0,405.2380000,7.7790000,-7.4960000,12.0031000,0.0002100,-0.0002100
HAT-P-43 b,1,Transit,2012,0,3.33264140,0.00001510,-0.00001530,0,0.044400,0.002100,-0.002100,0,13.630,0.640,-0.630,0,,,,,,1.08,0.05,-0.05,0,1.03,0.04,-0.04,0,528.8250000,7.5870000,-7.3790000,13.2165000,0.0002960,-0.0002960
HAT-P-44 b,1,Transit,2014,0,4.30121900,0.00001900,-0.00001900,0,0.050700,0.000700,-0.000700,0,13.922,1.188,-0.572,0,111.87100,9.21700,-9.21700,0,,0.95,0.08,-0.04,0,0.94,0.04,-0.04,0,347.8500000,2.2260000,-2.1990000,12.9729000,0.0003110,-0.0003110
HAT-P-44 c,1,Radial Velocity,2014,0,872.20000000,1.70000000,-1.70000000,0,1.752000,0.025000,-0.025000,0,,,,,1271.30000,444.90000,-254.30000,0,,0.95,0.08,-0.04,0,0.94,0.04,-0.04,0,347.8500000,2.2260000,-2.1990000,12.9729000,0.0003110,-0.0003110
HAT-P-45 b,1,Transit,2014,0,3.12899200,0.00002100,-0.00002100,0,0.045200,0.000700,-0.000700,0,15.984,1.962,-0.975,0,283.49200,43.54100,-31.46400,0,,1.32,0.15,-0.07,0,1.26,0.06,-0.06,0,298.6400000,6.0310000,-5.8010000,12.3977000,0.0001910,-0.0001910
HAT-P-46 b,1,Transit,2014,0,4.46312900,0.00004800,-0.00004800,0,0.057700,0.001400,-0.000900,0,14.392,3.038,-1.491,0,156.68400,26.06100,-16.52600,0,,1.40,0.29,-0.14,0,1.28,0.10,-0.06,0,290.7360000,5.1100000,-4.9400000,11.6843000,0.0003890,-0.0003890
HAT-P-49 b,1,Transit,2014,0,2.69155000,0.00000600,-0.00000600,0,,,,,17.822,2.018,-2.018,0,699.22600,187.51970,-187.51970,0,,2.06,0.23,-0.23,0,2.22,0.83,-0.83,0,350.3510000,3.5520000,-3.4820000,10.2071000,0.0002340,-0.0002340
HAT-P-5 b,1,Transit,2007,0,2.78849000,0.00002500,-0.00002500,0,,,,,13.563,1.121,-1.121,0,311.47340,63.56600,-63.56600,0,,1.12,0.09,-0.09,0,1.04,0.29,-0.29,0,303.3360000,1.8120000,-1.7910000,11.8224000,0.0001880,-0.0001880
HAT-P-50 b,1,Transit,2015,0,3.12201090,0.00000650,-0.00000650,0,0.045300,0.000580,-0.001400,0,14.437,0.717,-0.717,0,429.07050,23.20159,-23.20159,0,,1.70,0.07,-0.07,0,1.27,0.05,-0.12,0,515.4580000,16.6960000,-15.6970000,11.6722000,0.0006830,-0.0006830
HAT-P-51 b,1,Transit,2015,0,4.21802091,0.00000066,-0.00000066,0,0.050420,0.000680,-0.000650,0,13.507,0.191,-0.179,0,97.57332,6.67440,-6.35657,0,,0.99,0.01,-0.01,0,0.96,0.04,-0.04,0,440.0890000,8.1890000,-7.9010000,13.2846000,0.0003020,-0.0003020
HAT-P-52 b,1,Transit,2015,0,2.75359530,0.00000940,-0.00000940,0,0.036940,0.000380,-0.000380,0,11.310,0.807,-0.807,0,259.98494,9.21707,-9.21707,0,,0.89,0.05,-0.05,0,0.89,0.03,-0.03,0,361.1550000,4.2875000,-4.2875000,13.7870000,0.0004600,-0.0004600
HAT-P-53 b,1,Transit,2015,0,1.96162410,0.00000390,-0.00000390,0,0.031590,0.000420,-0.000420,0,14.773,1.020,-1.020,0,471.65972,17.79848,-17.79848,0,,1.21,0.08,-0.06,0,1.09,0.04,-0.04,0,666.8020000,15.2760000,-14.6190000,13.5142000,0.0005170,-0.0005170
HAT-P-54 b,1,Transit,2015,0,3.79984700,0.00001400,-0.00001400,0,0.041170,0.000430,-0.000430,0,10.581,0.314,-0.314,0,241.55080,10.17056,-10.17056,0,,0.62,0.01,-0.01,0,0.65,0.02,-0.02,0,143.6510000,0.5830000,-0.5790000,13.0172000,0.0010350,-0.0010350
HAT-P-55 b,1,Transit,2015,0,3.58523130,0.00000051,-0.00000051,0,0.046280,0.000740,-0.000720,0,14.841,0.258,-0.247,0,189.42573,23.20147,-22.88365,0,,1.10,0.02,-0.02,0,1.03,0.05,-0.05,0,511.3880000,3.6340000,-3.5850000,13.0955000,0.0003180,-0.0003180
HAT-P-56 b,1,Transit,2015,0,2.79083000,0.00000500,-0.00000500,0,,,,,16.926,1.233,-1.233,0,734.18730,139.84520,-139.84520,0,,1.47,0.11,-0.11,0,1.42,0.33,-0.33,0,320.6390000,5.6520000,-5.4630000,10.8245000,0.0004200,-0.0004200
HAT-P-57 b,1,Transit,2015,0,2.46530000,0.00000300,-0.00000300,0,,,,,19.504,4.035,-4.035,0,448.14030,483.10160,-483.10160,0,,1.85,0.39,-0.39,0,2.77,1.74,-1.74,0,279.8600000,3.2490000,-3.1760000,10.4253000,0.0005790,-0.0005790
HAT-P-58 b,1,Transit,2021,0,4.01383790,0.00000240,-0.00000240,0,0.049940,0.000440,-0.000440,0,14.930,0.482,-0.482,0,118.23217,9.53485,-9.53485,0,,1.53,0.03,-0.03,0,1.03,0.03,-0.03,0,515.5900000,12.7770000,-12.1840000,12.7202000,0.0002190,-0.0002190
HAT-P-59 b,1,Transit,2021,0,4.14197710,0.00000120,-0.00000120,0,0.050640,0.000370,-0.000370,0,12.588,0.146,-0.146,0,489.45575,21.29450,-21.29450,0,,1.10,0.01,-0.01,0,1.01,0.02,-0.02,0,265.4710000,1.3740000,-1.3600000,11.6787000,0.0003440,-0.0003440
HAT-P-6 b,1,Transit,2007,0,3.85298000,0.00000500,-0.00000500,0,,,,,16.589,1.681,-1.681,0,419.53560,95.34900,-95.34900,0,,1.62,0.17,-0.17,0,1.79,0.60,-0.60,0,275.3580000,3.6360000,-3.5450000,10.3056000,0.0004390,-0.0004390
HAT-P-60 b,1,Transit,2021,0,4.79478130,0.00000240,-0.00000240,0,0.062770,0.000170,-0.000170,0,18.282,0.269,-0.269,0,182.43351,12.07748,-12.07748,0,,2.20,0.03,-0.02,0,1.44,0.01,-0.01,0,233.2200000,2.6870000,-2.6270000,9.5635500,0.0003370,-0.0003370
HAT-P-61 b,1,Transit,2021,0,1.90231289,0.00000077,-0.00000077,0,0.030100,0.000340,-0.000340,0,10.077,0.303,-0.303,0,335.94463,22.24799,-22.24799,0,,0.94,0.01,-0.01,0,1.00,0.03,-0.03,0,338.8400000,4.1490000,-4.0510000,12.9386000,0.0004240,-0.0004240
HAT-P-62 b,1,Transit,2021,0,2.64532350,0.00000390,-0.00000390,0,0.037720,0.000240,-0.000240,0,12.027,0.325,-0.325,0,241.86742,27.96890,-27.96890,0,,1.17,0.02,-0.02,0,1.02,0.02,-0.02,0,348.8150000,4.9510000,-4.8160000,12.4362000,0.0002910,-0.0002910
HAT-P-63 b,1,Transit,2021,0,3.37772800,0.00001300,-0.00001300,0,0.042940,0.000350,-0.000350,0,12.543,0.370,-0.370,0,195.14664,7.62788,-7.62788,0,,0.97,0.01,-0.01,0,0.93,0.02,-0.02,0,403.4580000,3.9800000,-3.9040000,13.5106000,0.0002540,-0.0002540
HAT-P-64 b,1,Transit,2021,0,4.00723200,0.00000170,-0.00000170,0,0.053870,0.000300,-0.000300,0,19.089,0.785,-0.785,0,184.34048,57.20911,-41.31769,0,,1.74,0.04,-0.03,0,1.30,0.02,-0.02,0,651.8970000,15.4130000,-14.7280000,12.6221000,0.0001480,-0.0001480
HAT-P-65 b,1,Transit,2016,0,2.60544751,0.00000050,-0.00000049,0,0.040420,0.000570,-0.000550,0,18.058,0.269,-0.269,0,176.07694,29.24021,-28.92239,0,,1.67,0.02,-0.02,0,1.30,0.06,-0.05,0,738.5190000,19.9240000,-18.9220000,12.9952000,0.0004510,-0.0004510
HAT-P-66 b,1,Transit,2016,0,2.97208600,0.00000570,-0.00000570,0,0.043630,0.001210,-0.000640,0,17.822,1.793,-1.121,0,248.86089,18.11631,-18.11631,0,G0,1.88,0.15,-0.10,0,1.25,0.11,-0.05,0,935.4560000,24.3610000,-23.1770000,12.8922000,0.0002740,-0.0002740
HAT-P-67 b,1,Transit,2017,0,4.81010250,0.00000043,-0.00000033,0,0.065050,0.002730,-0.000790,0,23.371,1.076,-0.796,0,108.06220,79.45750,-60.38770,0,,2.55,0.10,-0.08,0,1.64,0.15,-0.07,0,371.6860000,3.5630000,-3.4970000,9.9749600,0.0004190,-0.0004190
HAT-P-68 b,1,Transit,2020,0,2.29840551,0.00000052,-0.00000052,0,0.029960,0.000430,-0.000120,0,12.016,0.135,-0.135,0,230.10892,13.66669,-13.66669,0,K,0.67,0.00,0.00,0,0.68,0.03,-0.01,0,202.1520000,0.9530000,-0.9430000,13.5442000,0.0006570,-0.0006570
HAT-P-69 b,1,Transit,2019,0,4.78694910,0.00000180,-0.00000210,0,0.065550,0.000700,-0.000350,0,18.786,0.572,-0.370,0,1137.83140,184.34140,-184.34140,0,,1.93,0.06,-0.03,0,1.65,0.06,-0.03,0,341.2630000,5.1160000,-4.9690000,9.7733200,0.0003360,-0.0003360
HAT-P-7 b,1,Transit,2008,0,2.20474000,0.00001700,-0.00001700,0,,,,,16.926,2.354,-2.354,0,584.80720,168.44990,-168.44990,0,,2.00,0.28,-0.28,0,1.56,0.68,-0.68,0,341.0790000,2.4310000,-2.3970000,10.3654000,0.0003930,-0.0003930
HAT-P-70 b,1,Transit,2019,0,2.74432452,0.00000079,-0.00000068,0,0.047390,0.000310,-0.001060,0,20.961,1.681,-1.121,0,2154.88740,,,0,,1.86,0.12,-0.09,0,1.89,0.01,-0.01,0,330.7390000,6.8180000,-6.5520000,9.4517400,0.0002660,-0.0002660
HAT-P-8 b,1,Transit,2008,0,3.07634000,0.00000400,-0.00000400,0,,,,,15.693,1.457,-1.457,0,406.82240,85.81410,-85.81410,0,,1.57,0.15,-0.15,0,1.27,0.41,-0.41,0,211.5530000,1.7090000,-1.6820000,10.1489000,0.0004410,-0.0004410
HAT-P-9 b,1,Transit,2008,0,3.92281072,0.00000102,-0.00000102,0,0.052870,0.000780,-0.000780,0,15.614,0.751,-0.729,0,238.05467,20.34112,-20.02329,0,,1.34,0.07,-0.06,0,1.28,0.06,-0.06,0,455.2030000,8.9680000,-8.6350000,12.1536000,0.0002270,-0.0002270
HATS-1 b,1,Transit,2012,0,3.44645900,0.00000400,-0.00000400,0,0.044400,0.000800,-0.000800,0,14.594,1.816,-1.098,0,589.55000,83.26800,-62.29200,0,,1.04,0.13,,0,0.99,0.05,,0,283.9710000,3.7780000,-3.6820000,11.9363000,0.0002630,-0.0002630
HATS-10 b,1,Transit,2015,0,3.31284600,0.00000580,-0.00000580,0,0.044910,0.000740,-0.000740,0,10.862,0.684,-0.504,0,167.17858,25.74423,-25.74423,0,,1.10,0.06,-0.04,0,1.10,0.05,-0.05,0,534.8890000,7.7240000,-7.5120000,12.9838000,0.0004040,-0.0004040
HATS-11 b,1,Transit,2016,0,3.61918800,0.00002800,-0.00002900,0,0.050700,0.001200,-0.001200,0,18.030,0.720,-0.720,0,,,,,,1.54,0.06,-0.06,0,1.33,0.09,-0.09,0,944.6030000,32.2620000,-30.2330000,13.8333000,0.0002550,-0.0002550
HATS-12 b,1,Transit,2016,0,3.14270200,0.00005300,-0.00005300,0,0.044100,0.000500,-0.000500,0,7.760,0.470,-0.470,0,,,,,,1.17,0.07,-0.07,0,1.16,0.04,-0.04,0,746.1380000,,,12.6766000,0.0006090,-0.0006090
HATS-13 b,1,Transit,2015,0,3.04404990,0.00000270,-0.00000270,0,0.040570,0.000410,-0.000410,0,13.585,0.392,-0.392,0,172.58169,22.88376,-22.88376,0,,0.89,0.02,-0.02,0,0.96,0.03,-0.03,0,421.8550000,8.5010000,-8.1770000,13.6799000,0.0003000,-0.0003000
HATS-14 b,1,Transit,2015,0,2.76676410,0.00000270,-0.00000270,0,0.038150,0.000320,-0.000320,0,11.646,0.359,-0.247,0,340.39593,22.24810,-22.24810,0,,0.93,0.02,-0.01,0,0.97,0.02,-0.02,0,513.0110000,9.2870000,-8.9680000,13.7712000,0.0003150,-0.0003150
HATS-15 b,1,Transit,2016,0,1.74748753,0.00000094,-0.00000094,0,0.027120,0.000230,-0.000230,0,12.386,0.448,-0.448,0,689.69110,47.67450,-47.67450,0,G9 V,0.92,0.03,-0.03,0,0.87,0.02,-0.02,0,1139.5500000,99.7000000,-85.1100000,14.6473000,0.0004170,-0.0004170
HATS-16 b,1,Transit,2016,0,2.68650200,0.00001100,-0.00001100,0,0.037440,0.000450,-0.000450,0,14.572,1.681,-1.681,0,1039.30410,60.38770,-60.38770,0,G3 V,1.24,0.10,-0.13,0,0.97,0.04,-0.04,0,757.0440000,13.7350000,-13.2620000,13.6864000,0.0006110,-0.0006110
HATS-17 b,1,Transit,2016,0,16.25461100,0.00007300,-0.00007300,0,0.130800,0.001200,-0.001200,0,8.709,0.628,-0.628,0,425.25654,20.65895,-20.65895,0,G V,1.09,0.07,-0.05,0,1.13,0.03,-0.03,0,400.3310000,10.2280000,-9.7400000,12.2179000,0.0002490,-0.0002490
HATS-18 b,1,Transit,2016,0,0.83784000,0.00000047,-0.00000047,0,0.017400,0.000980,-0.000980,0,14.897,0.841,-0.841,0,629.14449,24.15508,-24.15508,0,,1.02,0.06,-0.03,0,1.04,0.05,-0.05,0,624.3680000,16.1470000,-15.3660000,13.8786000,0.0006130,-0.0006130
HATS-2 b,1,Transit,2013,0,1.35413379,0.00000008,-0.00000008,0,0.023170,0.000440,-0.000440,0,12.576,0.269,-0.269,0,435.42492,50.85255,-50.85255,0,,0.88,0.02,-0.02,0,0.90,0.05,-0.05,0,341.9250000,3.6740000,-3.5980000,13.3419000,0.0007790,-0.0007790
HATS-22 b,1,Transit,2017,0,4.72281240,0.00000520,-0.00000520,0,0.050250,0.000420,-0.000420,0,10.682,0.538,-0.325,0,870.85420,34.96130,-34.96130,0,K V,0.69,0.03,-0.02,0,0.76,0.02,-0.02,0,229.5180000,1.6120000,-1.5900000,13.1225000,0.0004400,-0.0004400
HATS-23 b,1,Transit,2017,0,2.16051560,0.00000450,-0.00000450,0,0.033970,0.000470,-0.000470,0,20.849,3.363,-4.484,0,467.21010,22.88376,-22.88376,0,G V,1.20,0.06,-0.08,0,1.12,0.05,-0.05,0,639.0040000,9.6090000,-9.3340000,13.7520000,0.0002930,-0.0002930
HATS-24 b,1,Transit,2017,0,1.34849780,0.00000090,-0.00000090,0,0.023800,0.001000,-0.001000,0,15.637,0.639,-0.639,0,718.29580,54.03110,-54.03110,0,,1.12,0.04,-0.05,0,1.07,0.03,-0.05,0,494.1820000,12.4680000,-11.8800000,12.6911000,0.0002920,-0.0002920
HATS-25 b,1,Transit,2016,0,4.29864320,0.00000450,-0.00000450,0,0.051630,0.000600,-0.000600,0,14.123,1.121,-1.121,0,194.82979,13.34886,-13.34886,0,G,1.11,0.07,-0.07,0,0.99,0.04,-0.04,0,471.1580000,9.1250000,-8.7900000,12.9353000,0.0003230,-0.0003230
HATS-26 b,1,Transit,2016,0,3.30238810,0.00000760,-0.00000760,0,0.047350,0.001330,-0.000680,0,19.616,2.354,-2.354,0,206.58950,24.15508,-24.15508,0,F,2.04,0.15,-0.11,0,1.30,0.11,-0.06,0,861.8430000,25.2180000,-23.8470000,12.8431000,0.0002780,-0.0002780
HATS-27 b,1,Transit,2016,0,4.63703800,0.00001400,-0.00001400,0,0.061100,0.000680,-0.000680,0,16.814,2.242,-1.233,0,168.44990,41.31790,-41.31790,0,F,1.74,0.17,-0.10,0,1.42,0.05,-0.05,0,816.9880000,41.0720000,-37.3810000,12.6792000,0.0002990,-0.0002990
HATS-28 b,1,Transit,2016,0,3.18107810,0.00000390,-0.00000390,0,0.041310,0.000530,-0.000530,0,13.384,0.785,-0.785,0,213.58176,27.65121,-27.65121,0,G,0.92,0.04,-0.04,0,0.93,0.04,-0.04,0,535.3830000,7.9260000,-7.7030000,13.7929000,0.0004620,-0.0004620
HATS-29 b,1,Transit,2016,0,4.60587490,0.00000630,-0.00000630,0,0.054750,0.000880,-0.000880,0,14.022,0.684,-0.684,0,207.54299,20.02329,-20.02329,0,G,1.07,0.04,-0.04,0,1.03,0.05,-0.05,0,353.8910000,4.9860000,-4.8520000,12.4594000,0.0002270,-0.0002270
HATS-3 b,1,Transit,2013,0,3.54785100,0.00000500,-0.00000500,0,0.048500,0.000400,-0.000600,0,15.480,0.392,-0.392,0,340.38200,43.22300,-43.22300,0,F,1.40,0.03,-0.03,0,1.21,0.04,-0.04,0,411.2110000,7.8960000,-7.6080000,11.8914000,0.0003160,-0.0003160
HATS-30 b,1,Transit,2016,0,3.17435160,0.00000260,-0.00000260,0,0.043540,0.000420,-0.000420,0,13.171,0.583,-0.583,0,224.38798,12.39537,-12.39537,0,G,1.06,0.04,-0.04,0,1.09,0.03,-0.03,0,342.1400000,2.9360000,-2.8880000,12.0815000,0.0002030,-0.0002030
HATS-31 b,1,Transit,2016,0,3.37796000,0.00001200,-0.00001200,0,0.047800,0.001200,-0.001200,0,18.383,2.466,-2.466,0,279.69040,38.13960,-38.13960,0,,1.87,0.18,-0.18,0,1.27,0.10,-0.10,0,773.9740000,20.3170000,-19.3210000,12.9613000,0.0003940,-0.0003940
HATS-32 b,1,Transit,2016,0,2.81265480,0.00000550,-0.00000550,0,0.040240,0.000530,-0.000530,0,14.000,1.614,-1.076,0,292.40360,31.78300,-31.78300,0,,1.10,0.10,-0.06,0,1.10,0.04,-0.04,0,745.1160000,17.5030000,-16.7310000,14.2166000,0.0003370,-0.0003370
HATS-33 b,1,Transit,2016,0,2.54955510,0.00000610,-0.00000610,0,0.037270,0.000370,-0.000370,0,13.787,1.255,-0.908,0,378.85336,16.84499,-16.84499,0,,1.02,0.05,-0.04,0,1.06,0.03,-0.03,0,248.4600000,2.1640000,-2.1270000,11.7082000,0.0003730,-0.0003730
HATS-34 b,1,Transit,2016,0,2.10616070,0.00000470,-0.00000470,0,0.031660,0.000340,-0.000340,0,16.029,2.130,-2.130,0,299.07803,22.88376,-22.88376,0,,0.98,0.05,-0.05,0,0.95,0.03,-0.03,0,508.8420000,3.8960000,-3.8960000,13.6790000,0.0002790,-0.0002790
HATS-35 b,1,Transit,2016,0,1.82099930,0.00000160,-0.00000160,0,0.031990,0.000330,-0.000330,0,16.410,0.773,-0.493,0,388.38826,24.79074,-24.79074,0,,1.43,0.06,-0.04,0,1.32,0.04,-0.04,0,514.5550000,10.1990000,-9.8170000,12.4605000,0.0003030,-0.0003030
HATS-36 b,1,Transit,2018,0,4.17518600,0.00003300,-0.00003300,0,0.052300,0.000600,-0.000600,0,12.920,0.380,-0.380,0,,,,,,1.10,0.03,-0.03,0,1.10,0.04,-0.04,0,856.4360000,21.8740000,-20.8290000,14.2330000,0.0004110,-0.0004110
HATS-37 A b,1,Transit,2020,0,4.33153660,0.00000410,-0.00000410,0,0.049130,0.000330,-0.000230,0,6.793,0.179,-0.179,0,31.46517,13.34886,-13.34886,0,,0.88,0.02,-0.01,0,0.84,0.02,-0.01,0,211.8960000,2.8030000,-2.7330000,11.9978000,0.0002340,-0.0002340
HATS-38 b,1,Transit,2020,0,4.37502100,0.00001000,-0.00001000,0,0.050360,0.000300,-0.000230,0,6.882,0.191,-0.191,0,23.51942,3.49613,-3.49613,0,,1.10,0.02,-0.02,0,0.89,0.02,-0.01,0,343.5250000,5.1220000,-4.9760000,12.2781000,0.0002270,-0.0002270
HATS-39 b,1,Transit,2018,0,4.57763480,0.00000730,-0.00000730,0,0.060070,0.000580,-0.000580,0,17.598,1.345,-1.345,0,200.23290,41.31790,-41.31790,0,,1.62,0.09,-0.09,0,1.38,0.04,-0.04,0,878.5210000,79.9230000,-67.7870000,12.6539000,0.0002010,-0.0002010
HATS-4 b,1,Transit,2014,0,2.51672900,0.00000200,-0.00000200,0,0.036200,0.000200,-0.000200,0,11.433,0.415,-0.415,0,420.47100,8.89900,-8.89900,0,G,0.93,0.02,-0.02,0,1.00,0.02,-0.02,0,416.4590000,2.7260000,-2.6910000,13.2862000,0.0001720,-0.0001720
HATS-40 b,1,Transit,2018,0,3.26427360,0.00000580,-0.00000580,0,0.049970,0.000740,-0.000740,0,17.710,1.793,-1.345,0,505.34970,76.27920,-76.27920,0,,2.26,0.18,-0.11,0,1.56,0.07,-0.07,0,1342.2900000,31.8000000,-30.3900000,13.2842000,0.0002290,-0.0002290
HATS-41 b,1,Transit,2018,0,4.19364900,0.00001300,-0.00001300,0,0.058300,0.001500,-0.001000,0,14.908,3.251,-2.242,0,3082.95100,508.52800,-508.52800,0,,1.71,0.36,-0.24,0,1.50,0.12,-0.08,0,737.6680000,14.2030000,-13.6850000,12.5892000,0.0001770,-0.0001770
HATS-42 b,1,Transit,2018,0,2.29210200,0.00000210,-0.00000210,0,0.036890,0.000650,-0.000650,0,15.693,2.802,-1.569,0,597.52040,47.67450,-47.67450,0,,1.48,0.20,-0.12,0,1.27,0.07,-0.07,0,800.3770000,10.5330000,-10.2690000,13.5627000,0.0002730,-0.0002730
HATS-43 b,1,Transit,2018,0,4.38884970,0.00000590,-0.00000590,0,0.049440,0.000460,-0.000460,0,13.227,0.560,-0.560,0,82.95363,17.16282,-17.16282,0,,0.81,0.03,-0.03,0,0.84,0.02,-0.02,0,362.2730000,2.2590000,-2.2320000,13.4014000,0.0006430,-0.0006430
